"id","treat.invite","pct.missing","share.total.unskilled","head.edu","mosques","pct.poor","total.budget"
"3301001001",0,0.385274469852448,0.0252880901098251,6,0.908383071422577,0.400122165679932,40.564998626709
"3301001002",1,-0.0957483574748039,0.243509903550148,14,1.06666672229767,0.185614854097366,69.3215026855469
"3301001003",1,0.147719323635101,0.370525658130646,12,0.711743772029877,0.400000005960464,41.1064987182617
"3301001004",1,-0.182591214776039,0.186844348907471,9,0.948991715908051,0.43793660402298,17.0620002746582
"3301001005",0,-0.293047666549683,0.146014049649239,9,1.6233766078949,0.312695443630219,72.0859985351562
"3301002001",1,-0.0973635837435722,0.0105102518573403,9,0.738188982009888,0.407608687877655,69.8330764770508
"3301002002",0,-0.121507249772549,0.057702474296093,12,1.27959048748016,0.584598064422607,82.0895004272461
"3301002003",1,0.117459751665592,0.147343978285789,16,1.16725027561188,0.32836788892746,56.0946502685547
"3301002004",1,0.179765194654465,0.0431620515882969,12,0.588235318660736,0.391304343938828,58.2065010070801
"3301002005",0,-0.0550865568220615,0.174921005964279,12,2.05479454994202,0.325946450233459,55.8600006103516
"3301003001",0,0.178187564015388,0.0788475200533867,9,1.09369301795959,0.228184282779694,87.071647644043
"3301003002",1,0.385876059532166,0.228448629379272,9,1.15794348716736,0.222412317991257,67.9656982421875
"3301003003",1,NA,0.232014060020447,9,1.21821224689484,0.588314294815063,85.8082046508789
"3301003004",0,0.569184362888336,0.162661954760551,6,1.09090912342072,0.306138306856155,106.15119934082
"3301004001",1,0.0784491449594498,0.151904240250587,9,0.863856256008148,0.544561922550201,123.68904876709
"3301004002",0,0.416723191738129,0.263308763504028,12,1.45095765590668,0.704721629619598,101.386405944824
"3301004003",1,NA,0.116520099341869,9,1.25,0.626666665077209,66.3912963867188
"3301004004",1,0.506721138954163,0.236391752958298,12,0.785722315311432,0.301299899816513,77.9322509765625
"3301004005",1,0.0577420108020306,0.172209680080414,12,1.02055692672729,0.471085131168365,78.2004776000977
"3301005001",1,0.340121358633041,0.144921511411667,14,1.15148413181305,0.392909169197083,92.526496887207
"3301005002",0,0.0515155829489231,0.166943058371544,12,0.758629381656647,0.230623811483383,132.796997070312
"3301005003",1,-0.0225279666483402,0.0805636048316956,12,1.15645134449005,0.39424142241478,72.4799575805664
"3301006001",1,NA,NA,12,0.799041152000427,0.496053427457809,49.0528373718262
"3301006002",1,NA,NA,12,0.799488306045532,0.494163423776627,79.3982009887695
"3301006003",1,NA,NA,9,0.692281067371368,0.613698601722717,131.574493408203
"3301006004",0,NA,NA,12,0.974184095859528,0.498220652341843,75.0604629516602
"3301006005",1,NA,NA,16,0.707380354404449,0.661946892738342,77.0896606445312
"3301007001",0,0.848597288131714,0,9,0.505868077278137,0.0829535126686096,34.9625015258789
"3301007002",1,0.0677314177155495,0.110632553696632,9,0.870069622993469,0.192579507827759,54.3003005981445
"3301007003",1,NA,0.0388978943228722,12,0.673219323158264,0.255885988473892,72.3369979858398
"3301007004",0,0.357197374105453,0,12,1.08371710777283,0.607223451137543,94.7197036743164
"3301007005",1,0.234837725758553,0.136125653982162,12,1.23660349845886,0.502380967140198,74.4746017456055
"3302008001",1,0.352210432291031,0.047970924526453,12,1.05932199954987,0.798807740211487,94.943000793457
"3302008002",0,0.435533732175827,0.0159087888896465,9,1.38159716129303,0.467444121837616,52.25
"3302008003",1,0.161281794309616,0.0928755924105644,12,0.694927036762238,0.709999978542328,69.4022445678711
"3302009001",1,NA,NA,9,0.420698344707489,0.520391523838043,28.4650001525879
"3302009002",0,NA,NA,12,0.881251394748688,0.384615391492844,75.9929962158203
"3302009003",0,NA,0.222572982311249,12,0.499126523733139,0.599597573280334,59.8437538146973
"3302009004",1,1.10555875301361,0.194791004061699,9,0.50543338060379,0.235294118523598,61.1500015258789
"3302010001",1,0.911931812763214,0.108759246766567,12,1.42602491378784,0.217054262757301,67.6095962524414
"3302010002",0,0.344675004482269,0.194185987114906,12,1.70261061191559,0.226337447762489,55.5746002197266
"3302010003",1,0.146761506795883,0.082677535712719,12,1.06340551376343,0.440771341323853,67.4499969482422
"3302010004",1,NA,NA,12,1.50093805789948,0.401459842920303,62.0102996826172
"3302011001",1,0.298046350479126,0.0203041303902864,12,0.751597166061401,0.479233235120773,42.75
"3302011002",1,0.450446873903275,0,12,0.426348328590393,0.215517237782478,57
"3302011003",0,0.763107299804688,0.196098148822784,12,1.56739807128906,0.647702395915985,47.5
"3302013001",0,-0.15241414308548,0.0891003087162971,9,1.00100100040436,0.156576201319695,111.543998718262
"3302013002",0,0.0350510030984879,0.284263968467712,9,0.584453523159027,0.250222235918045,112.73999786377
"3302013003",1,-0.0370323434472084,0.0978961959481239,12,0.660501956939697,0.233253583312035,33.4710006713867
"3302013004",1,-0.156247600913048,0.107587859034538,9,1.07584726810455,0.282157689332962,73.0960006713867
"3302013005",1,-0.0396561659872532,0.145254999399185,12,0.664893627166748,0.289256185293198,47.1040000915527
"3302014001",1,0.0724787414073944,0.172229304909706,12,0.880088031291962,0.509999990463257,66.3597793579102
"3302014002",0,0.408641695976257,0.233588576316833,12,0.941176474094391,0.518304407596588,44.0387687683105
"3302014003",1,0.00548127386718988,0.151325836777687,12,2.48419141769409,0.254867255687714,58.9228973388672
"3302014004",1,0.0199634898453951,0.217899069190025,9,1.03332471847534,0.50432276725769,72.9145889282227
"3302014005",0,0.252448707818985,0.165907308459282,12,0.463606864213943,0.561312615871429,51.9294738769531
"3302015001",1,0.657777190208435,0.0958157107234001,12,2.21914005279541,0.0446058101952076,77.5527725219727
"3302015002",1,0.0666120648384094,0.097591944038868,12,1.49840795993805,0.329554051160812,73.7627487182617
"3302015003",0,0.502577543258667,0.110777825117111,12,0.684072494506836,0.200170353055,76.78564453125
"3302015004",1,0.0331494882702827,0.0654916390776634,9,1.06157112121582,0.715982735157013,76.3619537353516
"3302015005",1,0.991170883178711,0,12,0.856059670448303,0.228129535913467,56.4737014770508
"3302016001",1,0.108028829097748,0.207080528140068,12,0.718132853507996,0.311614722013474,45.0484008789062
"3302016002",0,-0.0993636921048164,0.241500779986382,9,1.03492879867554,0.369036912918091,53.75
"3302016003",1,0.13646999001503,0.17867124080658,14,0.903138399124146,0.558348298072815,52.25
